nama_wisata,alamat,kabupaten,provinsi,deskripsi_wisata,sumber_deskripsi
Wisata Pantai Mangrove Ampallas,"9X9J+VFJ, Bebanga, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91511, Indonesia",Kabupaten Mamuju,Sulawesi Barat,"Sulawesi terkenal dengan wisata budaya di Tana Toraja dan wisata bahari di Wakatobi. Padahal masih banyak tempat wisata tersembunyi yang bisa dikunjungi. Salah satunya, di Mamuju, Sulawesi Barat . Berjarak sekitar 448 km dari Makassar, dan 237 km dari Tana Toraja, kamu akan mudah mengakses salah satu kabupaten di Sulawesi Barat ini.",https://keluyuran.com/tempat-wisata-di-mamuju/
Kolam renang lambe lambe,"JV36+R7X, Mosso Dhua, Kec. Sendana, Kabupaten Majene, Sulawesi Barat 91452, Indonesia",Kabupaten Majene,Sulawesi Barat,"Wisata Kolam Renang Lambe-Lambe Majene beralamat di Apoang desa, bukitsamang, Kec. Sendana, Kabupaten Majene, Sulawesi Barat 91452, Indonesia.",https://idalamat.com/alamat/696694/wisata-kolam-renang-lambelambe-majene-sulawesi-barat
Loko' Nippon,"HQ2V+3CR, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,"Seperti janji saya, saya memposting hasil petualang di salah satu obyek wisata alam Loko' Wai Lambun (telusuri salah satu Goa terpanjang dan terluas di Sulawesi-Selatan) tepatnya pada Desa Kadingeh, Kec. Baraka Kabupaten Enrekang.",https://www.kompasiana.com/mzainuddinbadollahi/5f46b21e097f3643e26ca342/loko-baubau-wisata-susur-goa-terluas-dan-terpanjang-di-kabuapaten-enrekang-prov-sulawesi-selatan
Bendungan Ladongi,"RVXQ+HP4, Atula, Kec. Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka Timur,Sulawesi Tenggara,"Bendungan Ladongi adalah sebuah bendungan yang dibangun di Kolaka Timur , Sulawesi Tenggara untuk membendung aliran dari Sungai Ladongi . Bendungan ini merupakan bendungan pertama di Indonesia yang dibangun di atas batuan metamorf . [ 1 ]",https://id.wikipedia.org/wiki/Bendungan_Ladongi
Wisata Alam Batu Poopi,"Kadolo Katapi, Kec. Wolio, Kota Bau-Bau, Sulawesi Tenggara 93752, Indonesia",Kota Bau-Bau,Sulawesi Tenggara,"Kota Bau Bau – Buton – Sulawesi Tenggara, dapat dikatakan sebagai Kota Wisata karena dimana kaki melangkah disitu ditemukan berbagai obyek wisata , seperti Benteng Buton, Pantai Nirwana, Pantai Lakeba, Kalampa, Bukit Palatiga,Kali Bau bau, Gua Lakasa, Gua Ntiti, Gua Kaisabu, Permandian Alam Bungi, Air Terjun Samparano, Air Terjun Tirta Rimba, Air Terjun Laguna, Pantai Kokalukunadan lain-lain yang sangat menawan.",https://galeriwisata.wordpress.com/wisata-sulawesi/wisata-sulawesi-tenggara/wisata-kota-bau-bau/
Pantai wasaga,"HV2J+P8V, Wasaga, Kabupaten Buton",Kabupaten Buton,Sulawesi Tenggara,"Pantai Wasaga merupakan pantai air tawar terpanjang di dunia. Pantai ini berlokasi di wilayah Teluk Georgia. Acara meriah diadakan secara rutin di sini sepanjang tahun, salah satunya adalah Festival Pantai Wasaga yang biasanya diadakan pada bulan Juni dan Festival Blues Pantai Wasaga pada bulan September.",https://www.idntimes.com/travel/destination/7-pantai-paling-indah-di-kanada-c1c2-01-813x8-rs9311
OBYEK WISATA BATU PIAK,"Obyek Wisata Batu Piak Kalapi Dusun Batulotong Desa, Rante Belu, Kec. Larompong, Kabupaten Luwu, Sulawesi Selatan 91997, Indonesia",Kabupaten Luwu,Sulawesi Selatan,"Wisata Batupiak sendiri terletak dibibir/pesisir pantai & perbukitan batu alam alami yang cocok buat spot foto/foto selfi. Lokasinya pun strategis karna hanya berjarak ratusan meter dari jalan poros trans Sulawesi, akses jalannya pun cukup baik karna sudah diaspal dan bisa dilalui baik kendaraan roda dua maupun roda empat dan merupakan jalan antar desa yg menghubungkan desa Rantebelu dengan desa Buntu Matabing. Sekitar 100 meter dari wisata terdapat pelabuhan ikan tempat para nelayan Dusun Batulotong Desa Rantebelu berlabuh.",https://jadesta.kemenpar.go.id/atraksi/wisata_batu_piak
Bulu Masomba,"Bulu Masomba, Lasoani, Kec. Mantikulore, Kota Palu, Sulawesi Tengah, Indonesia",Kota Palu,Sulawesi Tengah,"Namun, semangat dan kebersamaan para pendaki berhasil mengatasi segala rintangan, membuat petualangan ini semakin berkesan. Bulu Masomba telah memberikan pengalaman mendaki yang penuh warna. Keindahan alamnya yang menakjubkan, ditambah dengan tantangan yang dihadapi, membuat setiap pendaki merasa puas dan ingin kembali lagi. Perjalanan ini bukan hanya tentang mencapai puncak, tetapi juga tentang menikmati setiap langkah, menghadapi setiap rintangan, dan merasakan kepuasan yang tak terhingga saat berhasil mengatasinya. Senjani dan para pendaki lainnya telah membuktikan bahwa petualangan di...",https://truestory.id/petualangan-sehari-di-tektok-bulu-masomba-keindahan-yang-menghapus-lelah/
Gunung Tondano,"Gn. Tondano, Uner Satu, Kec. Kawangkoan, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,"Wisata , VIVA Banyuwangi – Tondano , kota kecil yang juga ibu kota Kabupaten Minahasa, Sulawesi Utara , menyimpan pesona alam dan budaya yang luar biasa. Dikelilingi danau vulkanik, perbukitan hijau, hingga mata air jernih, Tondano cocok dijadikan destinasi wisata yang memanjakan mata sekaligus menyegarkan jiwa. Dari tempat sejarah hingga spot instagramable, berikut tujuh destinasi wisata paling populer yang wajib kamu kunjungi di Tondano!",https://banyuwangi.viva.co.id/wisata/34514-7-wisata-paling-populer-di-tondano-surga-kecil-di-sulawesi-utara
GPPS Gunung Moria - Kota Gorontalo,"Jl. S. Parman No.64, Biawao, Kota Sel., Kota Gorontalo, Gorontalo 96111, Indonesia",Kota Gorontalo,Gorontalo,"Gereja gpps gunung moria merupakan salah satu gereja di Kota Gorontalo. Gereja ini menyediakan tempat ibadah ummat ummat kristiani untuk ibadah rutin minggu pagi - sore - malam, ibadah misa, Paskah, kamis putih, baptis (pembaptisan), Natal hingga Jumat Agung.",https://idalamat.com/alamat/241458/gereja-gpps-gunung-moria-gorontalo-gorontalo
Bukit Belum Ada Nama,"75QC+H2, Kalotok, Kec. Sabbang, Kabupaten Luwu Utara, Sulawesi Selatan, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,"Mungkin nama desa Balebo terdengar begitu asing di telinga para traveller , jika kita sengaja browsing tentang desa ini maka tidak banyak informasi yang diperoleh tentang desa ini. Ya, karena memang desa ini bukanlah desa wisata, pun sangat tidak populer, NAMUN, tidak banyak orang tau bahwa desa kecil ini menyimpan banyak kekayaan alam dan ragam kuliner unik yang beberapa diantaranya tidak dapat kita temui di tempat lain. Dari mana penulis tau?? Karena penulis sendiri pernah tinggal di desa ini selama 2 bulan sebagai pengajar bahasa Inggris beserta 6 orang pengajar lainnya dalam program...",https://mymagnificentindonesia.wordpress.com/tag/tempat-wisata-di-balebo-masamba-luwu-utara-sulawesi-selatan-toraja/
Air Terjun Tekaan Telu,"9RHP+VG, Tinoor Satu, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara, Indonesia",Kota Tomohon,Sulawesi Utara,"Air Terjun Tekaan Telu merupakan destinasi wisata alam yang terletak di Desa Tinoor Satu, Kecamatan Tomohon Utara, Kota Tomohon, Sulawesi Utara. Air terjun ini dikenal karena keunikannya yang memiliki tiga aliran air (“tekaan telu” dalam bahasa daerah berarti tiga pancuran ), yang jatuh berdampingan dari tebing tinggi di tengah hutan tropis.",https://dispar.tomohon.go.id/air-terjun-tekaan-telu/
Bulu Ballea,"QW39+GGH, Pattapang, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92171, Indonesia",Kabupaten Gowa,Sulawesi Selatan,"Gowa, persis.or.id – Dalam rangka meningkatkan keterampilan dakwah santri, MA PERSIS BULU BALLEA menyelenggarakan pembekalan Safari Ramadhan yang dibimbing langsung oleh kafilah du’at. Kegiatan ini merupakan persiapan bagi santri sebelum terjun ke masyarakat selama bulan Ramadhan untuk melatih mereka menjadi imam shalat, moderator, pembaca Al-Qur’an, dan penceramah agama.",https://persis.or.id/news/read/ma-persis-bulu-ballea-gelar-pembekalan-safari-ramadhan-latih-santri-berdakwah-di-masyarakat
Pantai ku,"Jl. Bau Massepe, Cappa Galung, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan, Indonesia",Kota Parepare,Sulawesi Selatan,"Pantai Ku di Parepare , Sulawesi Selatan (Sulsel), ramai dikunjungi warga sebagai destinasi wisata alternatif di akhir pekan. Tempat wisata yang baru diperkenalkan Pemkot Parepare tersebut akan ditata untuk memanjakan pengunjung.",https://www.detik.com/sulsel/wisata/d-7976605/pantai-ku-di-parepare-jadi-destinasi-wisata-baru-warga-di-akhir-pekan
Wisata Bahari Selayar Bawean,"Sungairujing, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia",Kabupaten Kepulauan Selayar,Sulawesi Selatan,"Pulau ini merupakan sebuah gundukan menyerupai bukit atau gunung yang ada di tepi laut tepatnya di wilayah Dusun Taubat, Kecamatan Sangkapura, Bawean Kabupaten Gresik. Pulau ini adalah pulau yang tak berpenghuni (kondisi sekarang). Kita dapat mencapai pulau Selayar ini dengan hanya berjalan kaki menyeberangi laut pada saat air laut sedang surut. Di tepi laut sekitar pulau terdapat pantai yang cukup menarik karena pasirnya yang lembut serta pemandangan alam lainnya seperti sederet pohon mangrove (tanjang) dan poho kelapa di sepanjang bibir pantai Selayar. Selain itu kita juga dapat menikmati...",https://disparekrafbudpora.gresikkab.go.id/detailpost/wisata-bahari-selayar-wbs
Danau Tendetung,"Danau Tendetung, Kanali, Kec. Totikum Sel., Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,"Danau Tendetung adalah danau musiman yang terletak di Kecamatan Totikum Selatan , Kabupaten Banggai Kepulauan , Sulawesi Tengah . Secara administratif, Danau ini mencakup tiga desa, yaitu Desa Peley , Desa Kanali , dan Desa Tobungku dengan panjang berkisar 2,5 kilometer dan lebar yang bervariasi dari 600-800 meter. [ 1 ] [ 2 ]",https://id.wikipedia.org/wiki/Danau_Tendetung
Pantai kelapa kuning,"2286+C5, Langaro Bajo, Kec. Wawonii Bar., Kabupaten Konawe, Sulawesi Tenggara, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,"Tentu pantai umumnya memiliki pasir yang bersih, tak terkecuali di tempat ini. Tetapi, kelebihan dan keunikannya ternyata ada di tanaman pohon kelapa yang tumbuh subur di atas pasir. Setidaknya ada 125 pohon kelapa kuning berjajar rapi di tepi pantai sepanjang 200 meter. Sehingga, nama tersebut diambil dari keunikan itu yakni Pantai Kelapa Kuning.",https://kendariinfo.com/intip-keindahan-pantai-kelapa-kuning-wawonii-jadi-objek-wisata-baru-di-konawe-kepulauan/
Pantai Bungin Pinungan,"FP9W+FWH, Pantai Bungin Pinungan, Kec. Towea, Kabupaten Muna, Sulawesi Tenggara, Indonesia",Kabupaten Muna,Sulawesi Tenggara,"Wisata Pantai di desa lakarama berasal dari kata Pinungan adalah buah yang berwarna kuning sebesar zaitun yang tumbuh berjejer disepanjang tepi pantai sementara yang disebut bungin adalah daratan pasir memanjang sejauh 3 Km yang baru muncul ketika air surut. Pantai Bungin Pinungan selain memiliki hamparan pasir putih indah dan menarik, di sekitarnya juga terdapat terumbu karang yang sangat indah dan fantastis, Sepanjang garis pantai ini ditumbuhin oleh kayu santigi dan hutan mangrove dan didominasi oleh jenis Avicenia dan Sonneratia, Terdapat beragam satwa diantaranya terdapat burung maleo...",https://lakarama.digitaldesa.id/wisata/pantai-bungin-pinungan
Bulu Sorongan,"Bulu Sorongan, Jangan-Jangan, Kec. Pujananting, Kabupaten Barru, Sulawesi Selatan, Indonesia",Kabupaten Barru,Sulawesi Selatan,"Objek wisata ini termasuk dalam kawasan Taman Nasional Bantimurung-Bulusaraung. Kawanjo bisa menikmati tempat wisata yang masih terjaga keasliannya. Dengan tinggi 15 meter dan lebar 20 meter, air terjun Bantimurung menjadi habitat hidup ratusan jenis kupu-kupu. Sangat menarik bila menikmati keindahan atraksi hewan bersayap cantik ini di sekitar kawasan air terjun yang elok.",https://blog.pigijo.com/yuk-mampir-13-wisata-di-jalur-kereta-api-sulawesi/
Lembah Piokang,"3JQR+RJJ, Balocci Baru, Kec. Balocci, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90554, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,-,-
Negeri Berselimut Awan,"M2P6+G46, Bonto Tengnga, Kec. Sinjai Borong, Kabupaten Sinjai, Sulawesi Selatan 92662, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,"TRIBUN-TIMUR.COM - Negeri Berselimut Awan di Desa Batu Belerang, Kecamatan Sinjai Borong, Kabupaten Sinjai , Sulawesi Selatan, dipenuhi pengunjung.",https://makassar.tribunnews.com/travel/1818004/negeri-berselimut-awan-wisata-alam-yang-memikat-hati-di-sinjai
GMIM Bukit Kalvari Aer Ujang,"F44J+V8H, Wangurer Utara, Kec. Madidir, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"Senada dengan itu, Camat Ranowulu, Rommy Kaloh, S.Pd juga menyampaikan apresiasi kepada Anggota DPRD Komisi II Kota Bitung Paulus Denny Liemitang yang sudah mensupport rencana pengembangan Spot Wisata Aer Ujang. “Harapan kami Pemerintah Kecamatan Ranowulu didalamnya ada Pemerintah Kelurahan Pinokalan dan Kelurahan Negeri Adat Danowudu, kedepan kiranya tempat ini bisa dijadikan Ikon tempat wisata, baik wisata lokal ataupun wisata mancanegara dan tentunya ini akan membawa dampak positif bagi kami,” pungkas Kaloh.*** Post Views: 689 Tag: Aer Ujang Destinasi Pariwisata Bitung Forkopimda Kota...",https://bitungnews.id/2025/01/15/dukung-pengembangan-pariwisata-kota-bitung-denny-liemitang-kunjungi-spot-aer-ujang/
Kolam Renang Lembah Kenari Manganitu,"HGG8+HWR, Barangka",Kabupaten Kepulauan Sangihe,Sulawesi Utara,"Sambil berolahraga renang bersama keluarga maupun sahabat, para pengunjung juga disajikan menu ringan berupa pisang goreng (Pisgor) dengan iringan musik.",http://www.elnusanews.com/2021/03/kolam-renang-lembah-kenari-lokasi.html
Batu Tikar Luwuk Kab. Banggai,"Soho, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94712, Indonesia",Kabupaten Banggai,Sulawesi Tengah,"Bagi para pencinta tantangan, mengeksplorasi air terjun merupakan kegiatan yang sangat menarik untuk dilakukan. Di Sulawesi Tengah ada salah satu wisata air terjun yang eksotis dan lokasinya tersembunyi bernama Air Terjun Batu Tikar.",https://www.idntimes.com/travel/destination/info-wisata-air-terjun-batu-tikar-c1c2-01-5ltmv-62y7p6
PUNCAK OGOMOLI,"3R9M+R4F, Ogomoli",Kabupaten Toli-Toli,Sulawesi Tengah,"Nama Toli-toli berasal dari kata Totolu yang berarti Tiga. Maksudnya suku bangsa Toli-toli berasal dari tiga manusia kahyangan yang menjelma ke bumi masing-masing melalui Olisan Bulan (Bumbu Emas), Bumbung Lanjat (Puncak Pohon Langsat), dan Ue Saka (Sejenis Rotan). Jelmaan Olisan Bulan dikenal sebagai Tau Dei Baolan atau Tamadika Baolan yang menjelma melalui Ue Saka dikenal sebagai Tau Dei Galang atau Tamadika Dei Galang sedangkan seorang putri yang menjelma sebagai Bumbung Lanjat dikenal sebagai Tau Dei Bumbung Lanjat atau Boki Bulan.",https://id.wikipedia.org/wiki/Kabupaten_Tolitoli
Air Terjun Andawe,"9WFH+38W, Matahori, Kec. Abuki, Kabupaten Konawe, Sulawesi Tenggara 93452, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,"Konawe.info, Kabupaten Konawe memang tak pernah kehabisan tempat tempat yang indah untuk di kunjungi. Di tengah rimba Kabupaten Konawe, sebuah keajaiban alam menanti: Air Terjun Andawe . Destinasi ini bukan sekadar air terjun biasa. Ia adalah surga tersembunyi. Tempat ini menawarkan keheningan dan pesona yang tak terlupakan. Air terjun ini berlokasi di Desa Matahori, Kecamatan Padangguni, Kabupaten Konawe .",https://konawe.info/wisata/wisata-alam/air-terjun-andawe-konawe/
PANTAI BAHARI,"Jl. Bahari, Polewali, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,Pantai Bahari akan mulai ramai menjelang malam tiba. Di Pantai ini kamu bisa menikmati matahari terbenam sambil mencoba berbagai macam jajanan yang ditawarkan di sepanjang pinggir pantai. Untuk biaya masuknya kamu hanya perlu menyiapkan biaya mulai dari Rp5 ribu hingga Rp10 ribu.,https://sulsel.idntimes.com/travel/destination/5-wisata-pantai-di-polewali-mandar-ramai-dikunjungi-wisatawan-01-954ls-6dm4rb
Pantai Bahari Kanipang,"Pantai Bahari Kanipang, Sabbang Paru, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,Pantai Bahari Kanipang merupakan objek wisata di Kabupaten Pinrang. Dengan semilir angin pantai yang begitu sejuk akan memberikan suasana tenang dan damai ketika berkunjung di tempat ini.,https://www.detik.com/sulsel/wisata/d-6896501/25-rekomendasi-objek-wisata-di-kabupaten-pinrang-untuk-liburan
Pantai Harapan Indah Ammani,"6FPP+5WW, Mattiro Tasi, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,"Pantai Ammani Pinrang atau Pantai Harapan Ammani adalah salah satu tempat wisata yang menarik di kunjungi di Kabupaten Pinrang , Sulawesi Selatan . Pantai ini menyuguhkan panorama alam yang indah dan paduan pemandangan tepian laut dan persawahan.",https://www.detik.com/sulsel/wisata/d-6515451/pesona-pantai-ammani-pinrang-paduan-keindahan-tepian-laut-dan-persawahan
Wisata Alam Waempubbu,"H4WP+M2F, Waempubu, Kec. Amali, Kabupaten Bone, Sulawesi Selatan 92755, Indonesia",Kabupaten Bone,Sulawesi Selatan,"BONE, BONETERKINI.ID – Daftar lengkap Tempat wisata di Bone Sulawesi Selatan sangatlah banyak. Mulai dari wisata alam, sejarah, budaya, hingga edukasi. Setiap kecamatan di Bone memiliki potensi wisata tersendiri yang mampu menarik minat pengunjung lokal maupun luar daerah. Dari gua kapur bersejarah di utara, permandian alami di tengah, hingga pantai eksotis di pesisir selatan, Bone menawarkan pengalaman liburan yang lengkap dan berkesan.",https://boneterkini.id/daftar-lengkap-tempat-wisata-di-bone-alam-budaya-dan-sejarah-yang-wajib-dikunjungi/
Pantai Kappe,"CG23+93M, Data, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,"Pantai Kappe adalah wisata pantai yang unik di Pinrang. Selain pemandangan pantai, wisatawan juga akan dimanjakan oleh keindahan pegunungan di sekitarnya.",https://www.celebes.co/pantai-kappe-pinrang
Air Terjun Sendowan,"6JC9+6RF, Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,Air terjun setinggi kurang lebih 25 meter situs judi slot terbaik dan terpercaya no 1 ini miliki karakteristik yang belum tentu dimiliki oleh air terjun lainnya. Air terjunnya benar-benar masih alami karena pemerintah setempat belum turun tangan untuk menyimak Air Terjun Sendowan secara spesifik baik dari segi infrastruktur maupun fasilitasnya.,https://atasawantour.id/daya-tarik-yang-dimiliki-air-terjun-sendowan/
Bulud Init,"Bulud Init, Motandoi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Berikut adalah daftar Bupati Bolaang Mongondow Selatan secara definitif sejak tahun 2008 pasca pemekaran Kabupaten Bolaang Mongondow Selatan dari Kabupaten Bolaang Mongondow .,https://id.wikipedia.org/wiki/Kabupaten_Bolaang_Mongondow_Selatan
"Bila Tungke, Jalur viral Soppeng","Lalabata Rilau, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,"Sulselinfo.com , Soppeng — Kapolres Soppeng AKBP Dr. (C) H. Muhammad Yusuf Usman S.H.,S.I.K.,M.T melanjutkan Program unggulannya yaitu Safari Subuh yang bergerak dari Masjid ke Masjid bersilaturahmi bersama masyarakat Kota Soppeng.",https://www.sulselinfo.com/kapolres-soppeng-pimpin-safari-subuh-di-masjid-al-ikhlas-bila-tungke-e
Tugu Jepang,"C4CC+P25, Manembo-Nembo, Kec. Matuari, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara,"Nah.. Kebetulan arah pulang kami memang searah.. Dan melewati Tugu Jepang ini, so.. sekalian lah kita singgah menuntaskan rasa penasaran akan yang namanya Tugu Jepang haha.",https://duasudara.com/tugu-jepang-kota-bitung/
Air Terjun Kanari,"HM6H+785, Kaisabu Baru, Kec. Sorawolio, Kota Bau-Bau, Sulawesi Tenggara 93758, Indonesia",Kota Bau-Bau,Sulawesi Tenggara,"Video Inilah wisata air terjun Kanari di Kota Baubau, Sulawesi Tenggara.Air terjun Kanari ini masih tergolong sebagai destinasi wisata alam yang masih baru. Untuk berkunjung ke air terjun Kanari ini, pengunjung tidak dipungut biaya apapun. Kontributor: Andhy Eba.",https://media.sindonews.com/video/play/101421/6/menengok-pesona-keindahan-air-terjun-kanari-di-kota-baubau-sulteng
